,key,values,0
919,"['2015', 'A17', '02', '1']","['100.0', '.', '.', '12430', '10.27', '12464', '11.43', '1492']",
920,"['2015', 'A17', '02', '0']","['100.0', '.', '.', '14623', '9.90', '14655', '...', '...']",
921,"['2015', 'A17', '03', '2']","['100.0', '.', '.', '11719', '9.57', '11744', '...', '...']",
922,"['2015', 'A17', '03', '1']","['100.0', '.', '.', '4533', '9.65', '4540', '10.29', '790']",
923,"['2015', 'A17', '03', '0']","['100.0', '.', '.', '7186', '9.45', '7204', '...', '...']",
924,"['2015', '564', '00', '2']","['100.0', '.', '.', '42735', '10.91', '42838', '...', '...']",
925,"['2015', '564', '00', '1']","['100.0', '.', '.', '23725', '11.28', '23786', '12.10', '2957']",
926,"['2015', '564', '00', '0']","['100.0', '.', '.', '19010', '10.26', '19052', '...', '...']",
927,"['2015', '564', '01', '2']","['100.0', '.', '.', '14118', '13.60', '14160', '...', '...']",
928,"['2015', '564', '01', '1']","['100.0', '.', '.', '10122', '14.30', '10156', '14.97', '1104']",
929,"['2015', '564', '01', '0']","['100.0', '.', '.', '3996', '11.75', '4004', '...', '...']",
930,"['2015', '564', '02', '2']","['100.0', '.', '.', '19945', '10.45', '19986', '...', '...']",
931,"['2015', '564', '02', '1']","['100.0', '.', '.', '10148', '10.58', '10172', '11.92', '1269']",
932,"['2015', '564', '02', '0']","['100.0', '.', '.', '9797', '10.22', '9814', '...', '...']",
933,"['2015', '564', '03', '2']","['100.0', '.', '.', '8672', '9.73', '8692', '...', '...']",
934,"['2015', '564', '03', '1']","['100.0', '.', '.', '3455', '9.82', '3458', '10.65', '584']",
935,"['2015', '564', '03', '0']","['100.0', '.', '.', '5217', '9.61', '5234', '...', '...']",
936,"['2015', '564-1', '00', '2']","['100.0', '.', '.', '16262', '11.79', '16315', '...', '...']",
937,"['2015', '564-1', '00', '1']","['100.0', '.', '.', '10583', '12.14', '10620', '13.66', '1265']",
938,"['2015', '564-1', '00', '0']","['100.0', '.', '.', '5679', '10.80', '5695', '...', '...']",
939,"['2015', '564-1', '01', '2']","['100.0', '.', '.', '5817', '14.69', '5842', '...', '...']",
940,"['2015', '564-1', '01', '1']","['100.0', '.', '.', '4497', '15.21', '4519', '16.15', '475']",
941,"['2015', '564-1', '01', '0']","['100.0', '.', '.', '1320', '12.51', '1323', '...', '...']",
942,"['2015', '564-1', '02', '2']","['100.0', '.', '.', '7979', '11.05', '8002', '...', '...']",
943,"['2015', '564-1', '02', '1']","['100.0', '.', '.', '4926', '11.21', '4940', '13.18', '611']",
944,"['2015', '564-1', '02', '0']","['100.0', '.', '.', '3053', '10.61', '3062', '...', '...']",
945,"['2015', '564-1', '03', '2']","['100.0', '.', '.', '2466', '10.39', '2471', '...', '...']",
946,"['2015', '564-1', '03', '1']","['100.0', '.', '.', '1160', '10.53', '1161', '12.31', '179']",
947,"['2015', '564-1', '03', '0']","['100.0', '.', '.', '1306', '10.12', '1310', '...', '...']",
948,"['2015', '564-2', '00', '2']","['100.0', '.', '.', '26473', '10.33', '26523', '...', '...']",
949,"['2015', '564-2', '00', '1']","['100.0', '.', '.', '13142', '10.55', '13166', '10.91', '1692']",
950,"['2015', '564-2', '00', '0']","['100.0', '.', '.', '13331', '10.04', '13357', '...', '...']",
951,"['2015', '564-2', '01', '2']","['100.0', '.', '.', '8301', '12.71', '8318', '...', '...']",
952,"['2015', '564-2', '01', '1']","['100.0', '.', '.', '5625', '13.39', '5637', '13.81', '629']",
953,"['2015', '564-2', '01', '0']","['100.0', '.', '.', '2676', '11.39', '2681', '...', '...']",
954,"['2015', '564-2', '02', '2']","['100.0', '.', '.', '11966', '10.00', '11984', '...', '...']",
955,"['2015', '564-2', '02', '1']","['100.0', '.', '.', '5222', '9.95', '5232', '10.69', '658']",
956,"['2015', '564-2', '02', '0']","['100.0', '.', '.', '6744', '10.06', '6752', '...', '...']",
957,"['2015', '564-2', '03', '2']","['100.0', '.', '.', '6206', '9.44', '6221', '...', '...']",
958,"['2015', '564-2', '03', '1']","['100.0', '.', '.', '2295', '9.45', '2297', '9.90', '405']",
959,"['2015', '564-2', '03', '0']","['100.0', '.', '.', '3911', '9.44', '3924', '...', '...']",
960,"['2015', 'A18', '00', '2']","['100.0', '.', '.', '9401', '10.18', '9425', '...', '...']",
961,"['2015', 'A18', '00', '1']","['100.0', '.', '.', '4110', '10.44', '4131', '11.19', '430']",
962,"['2015', 'A18', '00', '0']","['100.0', '.', '.', '5291', '9.87', '5294', '...', '...']",
963,"['2015', 'A18', '01', '2']","['100.0', '.', '.', '3016', '12.21', '3032', '...', '...']",
964,"['2015', 'A18', '01', '1']","['100.0', '.', '.', '1902', '12.87', '1917', '13.46', '171']",
965,"['2015', 'A18', '01', '0']","['100.0', '.', '.', '1114', '10.90', '1115', '...', '...']",
966,"['2015', 'A18', '02', '2']","['100.0', '.', '.', '4814', '9.71', '4817', '...', '...']",
967,"['2015', 'A18', '02', '1']","['100.0', '.', '.', '1644', '9.66', '1646', '10.91', '189']",
968,"['2015', 'A18', '02', '0']","['100.0', '.', '.', '3170', '9.75', '3171', '...', '...']",
969,"['2015', 'A18', '03', '2']","['100.0', '.', '.', '1571', '9.42', '1576', '...', '...']",
970,"['2015', 'A18', '03', '1']","['100.0', '.', '.', '564', '9.38', '568', '10.01', '70']",
971,"['2015', 'A18', '03', '0']","['100.0', '.', '.', '1007', '9.48', '1008', '...', '...']",
972,"['2015', '205', '00', '2']","['100.0', '.', '.', '6525', '10.85', '6539', '...', '...']",
973,"['2015', '205', '00', '1']","['100.0', '.', '.', '3122', '10.92', '3136', '11.70', '343']",
974,"['2015', '205', '00', '0']","['100.0', '.', '.', '3403', '10.71', '3403', '...', '...']",
975,"['2015', '205', '01', '2']","['100.0', '.', '.', '2140', '13.19', '2152', '...', '...']",
976,"['2015', '205', '01', '1']","['100.0', '.', '.', '1469', '13.72', '1481', '14.26', '131']",
977,"['2015', '205', '01', '0']","['100.0', '.', '.', '671', '11.79', '671', '...', '...']",
978,"['2015', '205', '02', '2']","['100.0', '.', '.', '3359', '10.23', '3361', '...', '...']",
979,"['2015', '205', '02', '1']","['100.0', '.', '.', '1230', '9.93', '1232', '11.62', '151']",
980,"['2015', '205', '02', '0']","['100.0', '.', '.', '2129', '10.67', '2129', '...', '...']",
981,"['2015', '205', '03', '2']","['100.0', '.', '.', '1026', '9.92', '1026', '...', '...']",
982,"['2015', '205', '03', '1']","['100.0', '.', '.', '423', '9.79', '423', '10.28', '61']",
983,"['2015', '205', '03', '0']","['100.0', '.', '.', '603', '10.13', '603', '...', '...']",
984,"['2015', 'A19', '00', '2']","['100.0', '.', '.', '21241', '10.34', '21314', '...', '...']",
985,"['2015', 'A19', '00', '1']","['100.0', '.', '.', '11414', '10.52', '11467', '10.68', '1320']",
986,"['2015', 'A19', '00', '0']","['100.0', '.', '.', '9827', '10.06', '9847', '...', '...']",
987,"['2015', 'A19', '01', '2']","['100.0', '.', '.', '6430', '12.74', '6466', '...', '...']",
988,"['2015', 'A19', '01', '1']","['100.0', '.', '.', '4325', '13.71', '4356', '13.96', '408']",
989,"['2015', 'A19', '01', '0']","['100.0', '.', '.', '2105', '10.92', '2110', '...', '...']",
990,"['2015', 'A19', '02', '2']","['100.0', '.', '.', '10681', '9.96', '10713', '...', '...']",
991,"['2015', 'A19', '02', '1']","['100.0', '.', '.', '5151', '9.92', '5173', '10.48', '575']",
992,"['2015', 'A19', '02', '0']","['100.0', '.', '.', '5530', '10.02', '5540', '...', '...']",
993,"['2015', 'A19', '03', '2']","['100.0', '.', '.', '4130', '9.52', '4135', '...', '...']",
994,"['2015', 'A19', '03', '1']","['100.0', '.', '.', '1938', '9.41', '1938', '9.70', '337']",
995,"['2015', 'A19', '03', '0']","['100.0', '.', '.', '2192', '9.69', '2197', '...', '...']",
996,"['2015', '698', '00', '2']","['100.0', '.', '.', '10727', '11.45', '10769', '...', '...']",
997,"['2015', '698', '00', '1']","['100.0', '.', '.', '6943', '11.43', '6976', '11.84', '734']",
998,"['2015', '698', '00', '0']","['100.0', '.', '.', '3784', '11.51', '3793', '...', '...']",
999,"['2015', '698', '01', '2']","['100.0', '.', '.', '3667', '14.31', '3690', '...', '...']",
1000,"['2015', '698', '01', '1']","['100.0', '.', '.', '2767', '14.73', '2786', '15.16', '254']",
1001,"['2015', '698', '01', '0']","['100.0', '.', '.', '900', '12.85', '904', '...', '...']",
1002,"['2015', '698', '02', '2']","['100.0', '.', '.', '5084', '10.86', '5103', '...', '...']",
1003,"['2015', '698', '02', '1']","['100.0', '.', '.', '3026', '10.59', '3040', '11.50', '290']",
1004,"['2015', '698', '02', '0']","['100.0', '.', '.', '2058', '11.54', '2063', '...', '...']",
1005,"['2015', '698', '03', '2']","['100.0', '.', '.', '1976', '10.45', '1976', '...', '...']",
1006,"['2015', '698', '03', '1']","['100.0', '.', '.', '1150', '10.28', '1150', '10.66', '190']",
1007,"['2015', '698', '03', '0']","['100.0', '.', '.', '826', '10.81', '826', '...', '...']",
1008,"['2016', 'ksu', '00', '2']","['101.5', '.', '1.5', '636922', '12.48', '842794', '...', '...']",
1009,"['2016', 'ksu', '00', '1']","['101.6', '.', '1.6', '350100', '13.25', '465496', '14.34', '56858']",
1010,"['2016', 'ksu', '00', '0']","['101.4', '.', '1.4', '286822', '11.14', '377298', '...', '...']",
1011,"['2016', 'ksu', '01', '2']","['101.6', '.', '1.6', '204247', '15.69', '269159', '...', '...']",
1012,"['2016', 'ksu', '01', '1']","['101.7', '.', '1.7', '146626', '16.92', '190284', '18.36', '19196']",
1013,"['2016', 'ksu', '01', '0']","['101.5', '.', '1.5', '57621', '12.29', '78875', '...', '...']",
1014,"['2016', 'ksu', '02', '2']","['101.5', '.', '1.5', '273852', '11.83', '373091', '...', '...']",
1015,"['2016', 'ksu', '02', '1']","['101.6', '.', '1.6', '145174', '12.26', '197549', '13.94', '24979']",
1016,"['2016', 'ksu', '02', '0']","['101.4', '.', '1.4', '128678', '11.04', '175542', '...', '...']",
1017,"['2016', 'ksu', '03', '2']","['101.5', '.', '1.5', '158823', '11.32', '200544', '...', '...']",
1018,"['2016', 'ksu', '03', '1']","['101.5', '.', '1.5', '58300', '11.73', '77663', '12.59', '12683']",
1019,"['2016', 'ksu', '03', '0']","['101.4', '.', '1.4', '100523', '10.80', '122881', '...', '...']",
1020,"['2016', 'pks', '00', '2']","['101.9', '.', '1.9', '204673', '15.50', '267648', '...', '...']",
1021,"['2016', 'pks', '00', '1']","['101.9', '.', '1.9', '109659', '17.49', '143139', '19.16', '20565']",
1022,"['2016', 'pks', '00', '0']","['101.8', '.', '1.8', '95014', '12.42', '124509', '...', '...']",
1023,"['2016', 'pks', '01', '2']","['101.8', '.', '1.8', '56152', '20.90', '75945', '...', '...']",
1024,"['2016', 'pks', '01', '1']","['101.8', '.', '1.8', '41113', '22.79', '54489', '24.34', '6587']",
1025,"['2016', 'pks', '01', '0']","['101.7', '.', '1.7', '15039', '14.42', '21456', '...', '...']",
1026,"['2016', 'pks', '02', '2']","['101.8', '.', '1.8', '80729', '14.96', '109136', '...', '...']",
1027,"['2016', 'pks', '02', '1']","['101.9', '.', '1.9', '44654', '16.24', '58514', '18.58', '8983']",
1028,"['2016', 'pks', '02', '0']","['101.7', '.', '1.7', '36075', '12.65', '50622', '...', '...']",
1029,"['2016', 'pks', '03', '2']","['101.9', '.', '1.9', '67792', '13.41', '82567', '...', '...']",
1030,"['2016', 'pks', '03', '1']","['102.0', '.', '2.0', '23892', '15.07', '30136', '16.58', '4995']",
1031,"['2016', 'pks', '03', '0']","['101.8', '.', '1.8', '43900', '11.83', '52431', '...', '...']",
1032,"['2016', 'msu', '00', '2']","['101.3', '.', '1.3', '432249', '11.16', '575146', '...', '...']",
1033,"['2016', 'msu', '00', '1']","['101.4', '.', '1.4', '240441', '11.51', '322357', '12.12', '36293']",
1034,"['2016', 'msu', '00', '0']","['101.3', '.', '1.3', '191808', '10.51', '252789', '...', '...']",
1035,"['2016', 'msu', '01', '2']","['101.5', '.', '1.5', '148095', '13.67', '193214', '...', '...']",
1036,"['2016', 'msu', '01', '1']","['101.6', '.', '1.6', '105513', '14.47', '135795', '15.14', '12609']",
1037,"['2016', 'msu', '01', '0']","['101.5', '.', '1.5', '42582', '11.63', '57419', '...', '...']",
1038,"['2016', 'msu', '02', '2']","['101.4', '.', '1.4', '193123', '10.66', '263955', '...', '...']",
1039,"['2016', 'msu', '02', '1']","['101.4', '.', '1.4', '100520', '10.79', '139035', '11.90', '15996']",
1040,"['2016', 'msu', '02', '0']","['101.3', '.', '1.3', '92603', '10.42', '124920', '...', '...']",
1041,"['2016', 'msu', '03', '2']","['101.1', '.', '1.1', '91031', '10.10', '117977', '...', '...']",
1042,"['2016', 'msu', '03', '1']","['101.2', '.', '1.2', '34408', '10.13', '47527', '10.78', '7688']",
1043,"['2016', 'msu', '03', '0']","['101.1', '.', '1.1', '56623', '10.05', '70450', '...', '...']",
1044,"['2016', 'A01', '00', '2']","['101.8', '.', '1.8', '244139', '14.87', '320659', '...', '...']",
1045,"['2016', 'A01', '00', '1']","['101.9', '.', '1.9', '128853', '16.52', '169348', '18.01', '23712']",
1046,"['2016', 'A01', '00', '0']","['101.7', '.', '1.7', '115286', '12.27', '151311', '...', '...']",
1047,"['2016', 'A01', '01', '2']","['101.8', '.', '1.8', '66986', '19.80', '90659', '...', '...']",
1048,"['2016', 'A01', '01', '1']","['101.8', '.', '1.8', '47976', '21.60', '63568', '23.29', '7474']",
1049,"['2016', 'A01', '01', '0']","['101.6', '.', '1.6', '19010', '14.05', '27091', '...', '...']",
1050,"['2016', 'A01', '02', '2']","['101.8', '.', '1.8', '99220', '14.30', '134379', '...', '...']",
1051,"['2016', 'A01', '02', '1']","['101.8', '.', '1.8', '53390', '15.35', '70678', '17.50', '10468']",
1052,"['2016', 'A01', '02', '0']","['101.7', '.', '1.7', '45830', '12.43', '63701', '...', '...']",
1053,"['2016', 'A01', '03', '2']","['101.8', '.', '1.8', '77933', '13.05', '95621', '...', '...']",
1054,"['2016', 'A01', '03', '1']","['102.0', '.', '2.0', '27487', '14.36', '35102', '15.59', '5770']",
1055,"['2016', 'A01', '03', '0']","['101.7', '.', '1.7', '50446', '11.71', '60519', '...', '...']",
1056,"['2016', '091', '00', '2']","['101.8', '.', '1.8', '120825', '16.06', '161144', '...', '...']",
1057,"['2016', '091', '00', '1']","['101.9', '.', '1.9', '63734', '18.40', '86180', '20.69', '11501']",
1058,"['2016', '091', '00', '0']","['101.7', '.', '1.7', '57091', '12.28', '74964', '...', '...']",
1059,"['2016', '091', '01', '2']","['101.7', '.', '1.7', '38840', '21.76', '52954', '...', '...']",
1060,"['2016', '091', '01', '1']","['101.7', '.', '1.7', '29214', '23.71', '39373', '25.59', '4554']",
1061,"['2016', '091', '01', '0']","['101.6', '.', '1.6', '9626', '14.34', '13581', '...', '...']",
1062,"['2016', '091', '02', '2']","['101.8', '.', '1.8', '44578', '15.22', '61862', '...', '...']",
1063,"['2016', '091', '02', '1']","['101.8', '.', '1.8', '23440', '16.69', '32071', '19.76', '4568']",
1064,"['2016', '091', '02', '0']","['101.8', '.', '1.8', '21138', '12.46', '29791', '...', '...']",
1065,"['2016', '091', '03', '2']","['102.0', '.', '2.0', '37407', '13.51', '46328', '...', '...']",
1066,"['2016', '091', '03', '1']","['102.3', '.', '2.3', '11080', '15.57', '14736', '17.74', '2379']",
1067,"['2016', '091', '03', '0']","['101.7', '.', '1.7', '26327', '11.65', '31592', '...', '...']",
1068,"['2016', '091-1', '00', '2']","['101.5', '.', '1.5', '10730', '19.04', '14693', '...', '...']",
1069,"['2016', '091-1', '00', '1']","['101.6', '.', '1.6', '9453', '19.60', '12987', '23.98', '1722']",
1070,"['2016', '091-1', '00', '0']","['101.2', '.', '1.2', '1277', '14.99', '1706', '...', '...']",
1071,"['2016', '091-1', '01', '2']","['101.2', '.', '1.2', '5752', '23.86', '7962', '...', '...']",
1072,"['2016', '091-1', '01', '1']","['101.3', '.', '1.3', '5336', '24.45', '7370', '27.31', '881']",
1073,"['2016', '091-1', '01', '0']","['101.0', '.', '1.0', '416', '18.16', '592', '...', '...']",
1074,"['2016', '091-1', '02', '2']","['101.8', '.', '1.8', '3529', '17.33', '4863', '...', '...']",
1075,"['2016', '091-1', '02', '1']","['101.9', '.', '1.9', '3136', '17.75', '4295', '22.68', '631']",
1076,"['2016', '091-1', '02', '0']","['101.4', '.', '1.4', '393', '13.79', '568', '...', '...']",
1077,"['2016', '091-1', '03', '2']","['101.6', '.', '1.6', '1449', '16.03', '1868', '...', '...']",
1078,"['2016', '091-1', '03', '1']","['101.6', '.', '1.6', '981', '16.44', '1322', '22.04', '210']",
1079,"['2016', '091-1', '03', '0']","['101.1', '.', '1.1', '468', '14.10', '546', '...', '...']",
1080,"['2016', '091-2', '00', '2']","['101.7', '.', '1.7', '38473', '17.50', '52218', '...', '...']",
1081,"['2016', '091-2', '00', '1']","['101.8', '.', '1.8', '27579', '19.12', '37144', '21.76', '4833']",
1082,"['2016', '091-2', '00', '0']","['101.6', '.', '1.6', '10894', '12.87', '15074', '...', '...']",
1083,"['2016', '091-2', '01', '2']","['101.6', '.', '1.6', '17719', '22.42', '24116', '...', '...']",
1084,"['2016', '091-2', '01', '1']","['101.6', '.', '1.6', '14714', '24.09', '19892', '25.49', '2283']",
1085,"['2016', '091-2', '01', '0']","['101.3', '.', '1.3', '3005', '14.34', '4224', '...', '...']",
1086,"['2016', '091-2', '02', '2']","['101.8', '.', '1.8', '13844', '15.77', '19513', '...', '...']",
1087,"['2016', '091-2', '02', '1']","['101.8', '.', '1.8', '9740', '16.68', '13317', '20.63', '1861']",
1088,"['2016', '091-2', '02', '0']","['101.7', '.', '1.7', '4104', '12.76', '6196', '...', '...']",
1089,"['2016', '091-2', '03', '2']","['102.0', '.', '2.0', '6910', '14.37', '8589', '...', '...']",
1090,"['2016', '091-2', '03', '1']","['102.2', '.', '2.2', '3125', '15.86', '3935', '18.34', '689']",
1091,"['2016', '091-2', '03', '0']","['101.6', '.', '1.6', '3785', '12.22', '4654', '...', '...']",
1092,"['2016', '091-3', '00', '2']","['101.2', '.', '1.2', '15924', '15.77', '22816', '...', '...']",
1093,"['2016', '091-3', '00', '1']","['101.1', '.', '1.1', '6948', '18.07', '10758', '19.97', '1574']",
1094,"['2016', '091-3', '00', '0']","['101.4', '.', '1.4', '8976', '12.45', '12058', '...', '...']",
1095,"['2016', '091-3', '01', '2']","['101.3', '.', '1.3', '4785', '21.98', '6691', '...', '...']",
1096,"['2016', '091-3', '01', '1']","['101.3', '.', '1.3', '3021', '24.60', '4210', '26.91', '545']",
1097,"['2016', '091-3', '01', '0']","['101.5', '.', '1.5', '1764', '14.49', '2481', '...', '...']",
1098,"['2016', '091-3', '02', '2']","['101.0', '.', '1.0', '6157', '15.01', '9183', '...', '...']",
1099,"['2016', '091-3', '02', '1']","['101.0', '.', '1.0', '2685', '16.63', '4248', '18.78', '604']",
1100,"['2016', '091-3', '02', '0']","['101.0', '.', '1.0', '3472', '12.44', '4935', '...', '...']",
1101,"['2016', '091-3', '03', '2']","['101.4', '.', '1.4', '4982', '13.77', '6942', '...', '...']",
1102,"['2016', '091-3', '03', '1']","['101.1', '.', '1.1', '1242', '15.54', '2300', '17.27', '425']",
1103,"['2016', '091-3', '03', '0']","['101.7', '.', '1.7', '3740', '12.00', '4642', '...', '...']",
1104,"['2016', '091-4', '00', '2']","['102.3', '.', '2.3', '55698', '13.76', '71417', '...', '...']",
1105,"['2016', '091-4', '00', '1']","['102.8', '.', '2.8', '19754', '16.50', '25291', '17.48', '3372']",
1106,"['2016', '091-4', '00', '0']","['102.0', '.', '2.0', '35944', '11.78', '46126', '...', '...']",
